name,postcode
Returned & Services League of Australia (Queensland Branch) Toogoom And District Sub-Branch Inc,4659
PERTH USASIA CENTRE LIMITED,6009
The Spiritualist Church Of Western Australia Incorporated,6110
St Columba's Presbyterian Church,6912
Community Housing (Capital) Ltd,3128
Eaton Street Centre Incorporated,2041
Islington RSL sub-Branch (RSL NSW),2307
Uca - North Cairns Congregation,4878
Islamic Help Australia,2190
Viatores Cum Christo Incorporated,6006
The Leukaemia Foundation Of Qld And Toowoomba Branch Inc,4350
MT ZION BENEVOLENT ASSOCIATION INCORPORATED,2166
Project New Dawn Limited,3051
Institute of Disease Prevention Limited,4217
Amata Community Incorporated,
Liverpool City Brass Band Inc,2170
Gladstone Youth And Community Centre,2440
Riverside Hunters Hill Education Ministry Association,2110
Reid Early Childhood Centre Incorporated,2612
Capricorn Citizen Advocacy Inc,4700
Motion Picture Industry Benevolent Association (Queensland) Inc,4120
Clayfield Pre-Prep Bayview Terrace Inc,4011
Clarendon Congregation Uniting Church In Australia,5157
Warwick Central Primary P&C Assocation,4370
West Pittsworth Bushfire Brigade,4031
Mitchelton Pre-Schooling Centre Inc,4053
Anglican Parish Of Asquith Mt Colah Mt Kuring-Gai,2077
Multicultural Information Network Service Inc,4570
The Trustee For Buckland William Foundation,3000
Maribyrnong Primary School Parents And Citizens Association Inc.,2617
The House Of Prayer,4110
Imogen's Lungs For Life,2251
Snowy River Rsl Sub Branch Of Australia,2628
Great Lakes Education Christian Care Association Inc.,2428
The Trustee For The Angus Kent Foundation,2251
The Revival Fellowship - Bunbury,6233
Chapel Lodge Standardbred Rescue and Rehabilitation Inc.,5507
Grace Community Care Australia Inc,2147
Queensland Alliance For Mental Health Inc,4102
Mundaring Primary School P&C Assn Inc,6073
Uniting Church In Australia Coromandel Valley,5051
Northern Baptist Church,2099
St Josephs Primary School Trafalgar,3824
Orange Male Voice Choir Inc ,2800
The Trustee For Fleurieu Community Foundation Public Fund,5000
The Thalassaemia Society Of NSW Inc,2050
Stacey Park Trust,5480
Woodport Public School P&C Association,2250
Melton Rsl Sub-Branch,3337
Wesley College Foundation Ltd Education Fund,3004
Thornton Public School P&C Assn,2322
Lees Theatre Club Inc,5037
The Trustee For The Peace Apostolic Perpetual Trust,4701
Mandurah Baptist College Inc,6180
Catholic Parish Of St Anne's Merriwa,2329
Victorian Council for Civil Liberties Inc,3051
Church Of Christ Robinvale,3549
Sydney Jewish Choral Society,2025
The Trustee For Big Brothers Big Sisters Australia Foundation,
Friends Of The Porongurup Range (Inc),6324
Reservoir Rsl Sub-Branch Welfare Patriotic Fund No W344,3000
Northern NSW Aboriginal Tenancy Advice & Advocacy Service Inc,2460
The Roman Catholic Archbishop Of Perthst Gerards Villas,6061
Anglican Church The Entrance All Saints,2261
N C L S Research,2060
The Trustee For The Lester Mitchell Award,3400
Singleton Pre-School Inc ,2330
Anglican Parish Of Gunning,2581
Seymour Nagambie Presbyterian Church Federal Board,
Hanwood P & C Association,2680
Martin Luther Homes Boronia Inc,3154
Harvest House International Perth Inc,6065
The Trustee For Mcilroy Jane Ann Estate,3000
Midlands Uniting Church Congregation,5414
Marys Nazareth Home Marys Little Children Community Australia Inc,2761
Peak Hill Men's Shed Incorporated,2869
Hudson Road Family Centre Incorporated,6230
Allanson Primary School P&C Assoc Inc,6225
The Jannali High School P&C Assoc,2226
Parmelia Congregation of Jehovah's Witnesses,6167
Uca - Moura Congregation,4718
Missionaries Of Love And Peace Association Inc.,3341
Focas Shoalhaven Inc,2541
MAF Assist,2153
Holdfast Bay Community Centre Inc,5048
Future Employment Opportunities Inc,3556
Lighthouse Christian College Cranbourne Inc,3977
The Hub Inc,7306
Agape International Church Incorporated,2165
Scotts Presbyterian Church Oakey,4401
Provincial Synod Of New South Wales - Anglican Church Of Australia,2000
Mothers Union Diocesan Fund,3677
Doncaster Templestowe Artistssociety Incorporated,3108
Cowra Early Childhood Services Co-Operative Ltd,2794
Roman Catholic Archdiocese Of Adelaide Charitable Trust,5000
Walter Synnot Manifold Estate,3000
Parish Of Longford/Perth,7001
Logan Central Meals On Wheels Incorporated,4114
Cootamundra RSL sub-Branch (RSL NSW),2590
The Open Home Foundation Inc,
Stanthorpe Festival Association Inc,4380
Stroud Community Lodge Inc,2425
North Ipswich Child Care Centre Inc,
Clarence Valley Anglican School,2460
Saint Bernadettes Catholic Parish Port Kennedy,6172
The Wolf Blass Charity Foundation,5000
The Returned And Services League Of Australia Victorian Branch,3483
Katherine West Health Board Aboriginal Corporation,850
Gloucester Charities Incorporated,2422
Darul Ulum College Of Victoria,3060
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Moroya,2537
Richlands East Primary P And C Association,4077
Pass The Baton Association Incorporated,2322
Christian Reformed Church Of Kingston Inc,7050
Trustees Of The Daughters Of Saint Paul,2000
Canterbury City Community Centre,2195
U3A Stonnington Inc,3143
Ceramics & Glass Circle Of Australia Inc,3142
Mackillop Grange Retirement Village,2088
Condobolin Aboriginal Health Service Inc,2877
Peregian Beach Community College P&F,4573
Belvoir Street Baptist Church,2010
Housing Choices Australia Limited,3000
Reformed Church Of Mansfield,4122
Warrnambool Lutheran Parish,3280
Gethsemane Community Incorporated,2049
Australian Romanian Community Welfare Health & Services Association Of Victoria Inc.,3051
Denmark Congregation of Jehovah's Witnesses,6333
Uca - Canterbury Balwyn Road,3126
Infant Jesus Convent,6023
Barcoo Retirement Village Incorporated,4472
Kutjungka Catholic Parish,6770
FRIENDS OF VIETNAM ORPHANAGES INC,2614
Rathmines Catalina Memorial Park Trust,2283
The Corporation Of The Diocesan Synod Of North Queensland,4810
Church Of Christ Edwardstown ,5039
Yalata Community Inc,5690
The Trustee For Greatorix Bequest,6846
Community Radio Coraki Association Incorporated,2471
Mt Alma Rural Fire Brigade,4031
Music At The Basilica,3222
Eaglehawk Neck Community Hall Association Inc,7179
Cowell Community Health & Aged Care Auxiliary,5602
Cudal P&C Association,2864
Victoria State Emergency Service Bendigo Unit,3550
Jewish Arts Incorporated,2070
Gracemere Primary P&C Association,4702
Chelsea Benevolent Society Incorporated,3196
Maroochy River Rural Fire Brigade,4031
Uca - Cohuna,3568
Lismore Central Congregation of Jehovah's Witnesses,2480
Chinese-Australian Historical Association Inc,4068
Independent Living Units Residents Committee Of Hollywood Village Incorporated,6009
Wongutha-Caps Developments Trust ,6448
The Corporation Of The Synod Of The Diocese Of Brisbane,4520
The Trustee For The Churches Of Christ Foundation,3078
sydney elim jiret presbyterian church incorporated,2122
The Trustee For Lehmann Hess Foundation,5352
Oasis Church Perth Inc.,6154
Mitchelton Special P&C Association,4053
Boyerine Bush Fire Brigade,6316
Cygnet Community Children's Centre Inc,7112
Brightwater Care Group (Inc),6017
Sacred Heart Catholic Church Yea,3717
Baptist Churches Of New South Wales Property Trust As Trustee For Taree Baptist Church,2430
U3A Northern Rivers (Lismore) Incorporated,2477
The Barry Road Community Activity Centre Inc.,3074
Resurrection Power and Living Bread Ministries International,2170
Stable Help Incorp,5163
Bethany Tongan Wesleyan Methodist Church,4077
Ravensthorpe North Volunteer Bush Fire Brigade,6346
Churches Of Christ Aboriginal & Islanders Christian Fellowship,4121
The Spiritual Assembly Of The Baha Is Of Liverpool ,2170
THE TRUSTEE FOR THE TIBRA CAPITAL FOUNDATION,2022
Goulburn & Districts Arts & Crafts Inc.,2580
The Manly-Warringah Choir Incorporated,2099
Moruya And District Historical Societyincorporated,2537
Lower Mountains Neighbourhood Centre Incorporated,2774
Autism Awareness Angels,
Sydney Happy Presbyterian Church Incorporated,2122
Merredin Volunteer State Emergency Service,6415
St Andrew's Catholic Church Clayton South,3169
Disciples Of Jesus Covenant Community Inc. Sydney North Branch,2153
St Bedes Primary School,3104
Padbury Catholic Primary School,6025
The Trustee For Rotary Club Of Brighton Charitable Foundation,3186
Institute For The Maintenance Promotion And Advancement Of Christian Teaching Incorporated,2049
The Trustee For Leura Gospel Trust,2780
Uca - Crossroads Church Werribee,3030
Havenlee P & C Association,2541
TS Bundaberg Unit Support Committee Inc.,4670
Sunshine Coast Environment Council Inc ,4560
Trustees Of The Roman Catholic Church For The Diocese Of Bathurst,2795
Eu Christian Conferences,2006
The Corp of the Trustees of the Roman Catholic Archdiocese of Brisbane As the operator of a PBI,4000
Bright United Men's Shed Inc.,3740
Elisha Care ,3139
The Trustee For Princess Margaret Children's Medical Research Foundation (Inc),6008
Jerilderie Pre School Kindergarten Inc,2716
Albury Wodonga Community Network Inc (Awcn),
Flying Fish Point Primary P&C Association,4860
St Cecilia's Catholic Primary School Balgowlah,2093
Montmorency Rsl Sub-Branch Inc,3094
Springwood Congregation of Jehovah's Witnesses,2774
Baptist Church Craigie,6025
Hepburn Wildlife Shelter Inc.,3460
The Trustee For Ethel Herman Charitable Trust,2001
Tugun Surf Life Saving Club Inc,
Abundant Life Church,2799
Nyngan Show Society Incorporated,2825
Kemblawarra Child & Family Centre Inc,2502
Prince Alfred College,5067
Bingera Weir Rural Fire Brigade,4031
Bangalow Anglican Church Op Shop,2479
Ts Coral Sea Australian Navy Cadets,4810
Nevus Support Australia Incorporated,5047
Church Property Trust - St Phillips Sydney And Bellringers,2000
Barwon Grove Foundation Incorporated,3196
Selby Community House,3159
The Trustee For Howard Hinton Trust,2350
Comleroy Road School P&C Association,2758
Returned & Services League of Australia (Queensland Branch) Clermont Sub-Branch Incorporated,4721
Eltham District Historical Society Incorporated No A0016285F,3095
Independent Disabled Persons Assn Inc,
Peel Community Care Inc.,6208
The Burnside Hospital Foundation Inc,5065
Islamic Medical Association Of Queensland Inc,4343
Windorah State School P & C Association,4481
Khitercs Science Sport And Culture Foundation,2029
Erina High School P&C Association,2250
Coalition for the Protection of Racehorses Inc,
Uca - Kingston,7050
St David's Presbyterian Church,4017
Cabanda Care Inc.,4340
Homepride Hindu Centre Inc,2170
Galambila Aboriginal Health Service Incorporated,2450
Living Waters Hope Centre Limited,2260
Abortion Grief Australia Inc,6153
Peninsula Community Legal Centre Inc,3199
DANDENONG RANGES RSL SUB-BRANCH BUILDING PATRIOTIC FUND NO 2404,3000
Bonalbo & District Community Hall Association Inc,2469
Beverley Hospital Auxilary,6304
Trustees Of The Roman Catholic Church For The Diocese Of Wagga Wagga,2640
"PETERSHAM BAPTIST CHURCH AS THE OPERATOR OF A PBI
",2049
Uca-Woodend Opportunity Shop,3442
Christian City Church Kingscliff,2487
Equity Trustees Charitable Foundation,3000
The Rail Motor Society Inc,2421
Homebush State School P & C Association,4740
The Trustee For Paddle For Life,2480
Developing East Arnhem Limited,880
Cowangie Cemetery Trust,3506
Hub Community Network Inc,4605
The Trustee For Sumner T J Charitable Trust,3000
Jesus Reigns International Ministries Incorporated,2560
The Trustee For Australian Federation Of University Women Sa Inc Trust,5009
EAST SYDNEY COMMUNITY CHRISTIAN CHURCH,2031
Dandenong North Uniting Church Community Outreach Project,3175
St John XXIII Parish,2768
Norwest Community Church Incorporated,2148
St Maccartans School Age Child Care Program,3931
Women With Disabilities Australia Inc,
THE TRUSTEE FOR COLLINGWOOD FOOTBALL CLUB FOUNDATION,3000
St Johns Catholic Primary School Narraweena,2099
Encounterlife Church,
The Trustee For The Madeline Crump Trust,2001
Monte Sant Angelo Mercy College Parents & Friends Assoc Inc,2060
Buttah Windee Aboriginal Corporation,
Parramatta Street Youth Project Incorporated,2150
Eimeo Road State School P&C Association,4740
Channel 7 Childrens Research Foundation Of Sa Inc ,5010
Anglican Parish Of Yass,2582
Un Women Australia Incorporated,2601
Armidale Congregation of Jehovah's Witnesses,2350
The Trustee for STAWELL RSL SUB BRANCH WELFARE PATRIOTIC FUND W382,3000
Nagambie And District Community Emergency Response Team Inc A0045453F,3608
Golden Grove Baptist Church Inc,5127
Headwest Brain Injury Association Of Wa Inc.,6154
Nowendoc Ladies Auxilery,2354
Boolarng Nangamai Aboriginal Corporation,2534
Uca - Beauty Point,7270
Saint Therese Of The Child Jesus Renmark Parish,5341
Gippsland Auto Museum Inc,3860
Victoria State Emergency Service Moorabbin Unit,3192
International Teaching Ministries Inc,4557
Rainbow Communities Tasmania Inc ,7018
Fullness Of Life Centre Inc,6009
Warrnambool Gospel Trust No 2 ,3280
Largs P&C Association,2320
Australian Decorative & Fine Arts Society Hobart Inc.,7005
Forster Congregation of Jehovah's Witnesses,2428
The Girls Brigade Australia Incorporated,2146
Uca - North East Tamania,7260
Anglican Church-Anglican Parish of Wyoming,2250
Youth Express Association Incorporated,2320
Little Sisters Of The Poor Randwick,2031
Scots' Presbyterian Church Kiama,2533
Partners In Development Trust Fund,4560
Australian Coast Radio Monitors Wa Inc,6271
St Martin De Porres Parish Primary School,3034
Canberra Blind Society Incorporated,
Catholic Social Services Victoria,3002
Our Community Place Inc,2284
The Fr. Bob Maguire Foundation,3206
To God Be The Glory Ministries Inc,2171
Capricornia Silver Band Incorporated,4701
Lifeline Country To Coast Sa Inc,5540
Riverina Kids Care Accommodation Incorporated,2650
The Keema Childrens' Foundation Necessitous Circumstances Fund,4127
St Francis Xavier Catholic Schools Narrabri P & F,2390
Weetangera Primary School Parents' and Citizens' Association Incorporated,2614
"CHRISTIAN FAMILY CENTRE INC AS THE OPERATOR OF A PBI
",5023
The Trustee For Lighthouse Scholarship Fund,2546
Volunteer Marine Rescue Association Bowen Inc,4805
Darlington Retirement Accom Assoc Inc ,6070
BEREAN BIBLE INSTITUTE INC,
Key Of David Ministries Incorporated,2145
The Trustee For Wc & Ev Kelm Trust,2001
Muswellbrook Public School P&C Assoc,2333
THE TRUSTEE FOR THE MCFADDEN CHARITABLE FUND,2001
The Trustee For The Chartered Accountants Scholarship Fund,2000
The Trustee For The Rosemary Kelley Foundation,3124
The Roman Catholic Church As Trustee For St Pius X School Dubbo,2830
Soils for Life Pty Ltd ATF The Soils for Life Trust,2000
Qcwa Branch Baralaba,4714
New Lambton Public School P & C Assoc,2305
Ballarat North Congregation of Jehovah's Witnesses,3350
Broome Regional Aboriginal Medical Service (Aboriginal Corporation),6725
Wingecarribee Health Association For Men Incorporated,2576
The Trustee For Foundation Diane Trust,2000
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Bedes Primary Red Hill Parents And Friends Association,2603
Redeemer Lutheran Church Biloela,4715
Dunjiba Community Council Inc,5734
Headache And Migraine Western Australia (Incorporated),6009
Free The Bears Fund Inc,6021
The Trustee For The Swallow Foundation,2107
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Calwell,2904
The Trustee for Walk Free,6009
"PIONEER LODGE ""NORTHAMPTON"" INC",6535
Teesdale Preschool Incorporated,3328
Tannum Sands Congregation of Jehovah's Witnesses,4680
Wagga Wagga Local Aboriginal Land Council,2650
